layer_i,layer_j,cka
25,26,0.9939501285552979
25,27,0.9804395437240601
25,28,0.6483347415924072
26,0,0.6299358010292053
26,1,0.5727734565734863
26,2,0.5712856650352478
26,3,0.6524728536605835
26,4,0.6545260548591614
26,5,0.732602596282959
26,6,0.7255933880805969
26,7,0.7074002623558044
26,8,0.7105944156646729
26,9,0.7220215797424316
26,10,0.7301625609397888
26,11,0.7359933257102966
26,12,0.7596783638000488
26,13,0.7751911282539368
26,14,0.7659338116645813
26,15,0.7803019285202026
26,16,0.781256914138794
26,17,0.8085029125213623
26,18,0.8447351455688477
26,19,0.8529130220413208
26,20,0.9191304445266724
26,21,0.9573900699615479
26,22,0.9731181859970093
26,23,0.9820899367332458
26,24,0.9876595735549927
26,25,0.993950366973877
26,26,0.9999999403953552
26,27,0.9906563758850098
26,28,0.6830804347991943
27,0,0.6475725769996643
27,1,0.5995367169380188
27,2,0.5937831997871399
27,3,0.6734083294868469
27,4,0.6735323667526245
27,5,0.7472400069236755
27,6,0.744756281375885
27,7,0.72557133436203
27,8,0.7235773801803589
27,9,0.7339886426925659
27,10,0.7382838726043701
27,11,0.7445836663246155
27,12,0.7636806964874268
27,13,0.7776695489883423
27,14,0.7647432684898376
27,15,0.7807467579841614
27,16,0.7795137763023376
27,17,0.8051421046257019
27,18,0.8407116532325745
27,19,0.848135232925415
27,20,0.9153504371643066
27,21,0.9477585554122925
27,22,0.963651180267334
27,23,0.9668384194374084
27,24,0.9724117517471313
27,25,0.9804394841194153
27,26,0.9906564950942993
27,27,0.9999997615814209
27,28,0.7318280935287476
28,0,0.6853843331336975
28,1,0.701947033405304
28,2,0.6446607112884521
28,3,0.6790893077850342
28,4,0.6509465575218201
28,5,0.7057644128799438
28,6,0.7225647568702698
28,7,0.7109869718551636
28,8,0.6700491309165955
28,9,0.6681250929832458
28,10,0.6415597796440125
28,11,0.6435720920562744
28,12,0.6329488754272461
28,13,0.6395706534385681
28,14,0.6011630296707153
28,15,0.6185567378997803
28,16,0.5937486886978149
28,17,0.6166906356811523
28,18,0.6335957050323486
28,19,0.6232654452323914
28,20,0.677690327167511
28,21,0.6830616593360901
28,22,0.6769185066223145
28,23,0.656974732875824
28,24,0.6654251217842102
28,25,0.6483404636383057
28,26,0.6830845475196838
28,27,0.7318336367607117
28,28,1.0
